CustomerID,Recency,T,Frequency,Monetary,PredictedPurchases_12Weeks,ExpectedAvgProfit,CLV_12Weeks
12346.0,28.0,51.57142857142857,11,33.89636363636364,0.37328775698104566,34.78804746366524,311.0976905147759
12347.0,5.285714285714286,5.714285714285714,2,661.66,2.7480847298695505,727.1386849866759,42615.60569065686
12349.0,25.857142857142858,32.142857142857146,3,890.38,1.3163262648212128,946.8474793051141,28878.871870459938
12352.0,2.2857142857142856,4.0,2,171.9,2.9928086538579213,190.42071279786217,12043.881618420904
12356.0,6.285714285714286,8.571428571428571,3,1187.4166666666667,2.8869895418191125,1262.282629307818,78845.7992724015
12357.0,0.0,3.4285714285714284,2,6039.995,2.9535146702675075,6621.146066055208,411948.1784152187
12358.0,50.857142857142854,52.42857142857143,3,906.3366666666667,0.9286610735185639,963.7925036350279,21416.555638080903
12359.0,44.0,52.857142857142854,6,427.2266666666667,1.4234194990288085,440.69927506744006,15038.640750204388
12360.0,39.42857142857143,41.57142857142857,5,318.166,1.5628729977074394,330.4757035175634,12182.021851518777
12361.0,31.428571428571427,45.42857142857143,3,107.11666666666667,0.9534595239632631,115.0687301890079,2600.219694578366
12369.0,32.57142857142857,39.57142857142857,3,597.0500000000001,1.1283926552045103,635.348587304262,16836.690033429797
12370.0,6.285714285714286,43.42857142857143,3,258.20666666666665,0.09146072828296775,275.5172611691625,595.4356492793185
12371.0,33.57142857142857,40.142857142857146,3,726.4733333333334,1.1198540641681975,772.7884159354633,20343.039938638223
12373.0,7.0,44.142857142857146,2,381.52500000000003,0.17743907620162655,420.14446508486014,1761.9393810126337
12374.0,23.714285714285715,32.0,3,748.7633333333333,1.292792087039862,796.4590609519942,23850.94866289169
12376.0,4.0,7.571428571428571,2,251.575,2.3653386003004426,277.7349165591815,14136.340706098328
12377.0,29.714285714285715,32.142857142857146,2,899.1,1.0791300398252324,987.3443271716482,24665.19298474678
12379.0,16.0,24.285714285714285,2,383.99,1.2356684715288504,422.84580819463923,11887.605772499213
12380.0,28.142857142857142,42.57142857142857,7,993.0699999999999,1.566583273118109,1019.0758715846941,37736.73826509959
12388.0,19.428571428571427,31.142857142857142,2,560.225,1.008893309426417,615.9781420493755,14357.535714877156
12389.0,36.142857142857146,41.57142857142857,3,477.77666666666664,1.0984517935616673,508.68745077345494,13165.189484612712
12391.0,28.285714285714285,42.57142857142857,5,462.50600000000003,1.3202360354941634,480.05027275222596,14971.852310831047
12393.0,6.571428571428571,9.142857142857142,2,408.425,2.237793119681361,449.6236251875208,21802.65534258153
12395.0,33.0,34.0,4,512.16,1.5666113648276692,536.562495324312,19559.23715960757
12399.0,37.0,40.0,3,284.55,1.144559575236982,303.49230342512834,8163.530777427839
12402.0,39.57142857142857,43.714285714285715,5,206.26,1.4897752271519102,214.51137107489916,7562.563939027748
12406.0,42.42857142857143,47.57142857142857,3,991.6866666666666,0.9913314906123982,1054.4290918880968,24849.686332029072
12408.0,16.0,19.142857142857142,3,484.0733333333333,1.8993076467497116,515.3741336560969,21987.82173596457
12409.0,20.571428571428573,28.714285714285715,4,3086.6549999999997,1.653471400759188,3228.832126525071,122905.35838581796
12412.0,19.571428571428573,25.0,3,456.68333333333334,1.5700500283779586,486.2875940866586,17417.0857435651
12414.0,0.0,14.142857142857142,3,130.0,0.7496601318665395,139.36945966986391,2310.0976680350063
12415.0,21.714285714285715,23.285714285714285,7,2791.977142857143,3.0607670136411023,2864.1039525470205,199489.34377873127
12417.0,46.142857142857146,52.714285714285715,11,287.9827272727273,2.337840966585223,292.98161174581776,16432.822806652755
12418.0,30.857142857142858,38.0,3,450.8733333333333,1.1609216668354398,480.11772205677767,13055.144042520198
12419.0,3.857142857142857,7.0,2,251.505,2.4565475292410617,277.6582049901411,14638.279286937917
